year,1896,1925,1958,1988,2006
0,1,1,1,1,1
1,"0,7662","0,8265","0,9585","0,9845","0,9884"
2,"0,7023","0,7781","0,9539","0,9824","0,9873"
3,"0,6661","0,7515","0,952","0,9812","0,9867"
4,"0,6438","0,7334","0,9507","0,9805","0,986"
5,"0,6286","0,7203","0,9496","0,9798","0,9855"
6,"0,6177","0,7109","0,9487","0,9791","0,985"
7,"0,6097","0,7038","0,9477","0,9785","0,9846"
8,"0,6035","0,6982","0,9468","0,9779","0,9842"
9,"0,5984","0,6936","0,946","0,9774","0,9837"
10,"0,5941","0,6899","0,9451","0,9769","0,9834"
11,"0,59","0,6869","0,9443","0,9764","0,9831"
12,"0,5868","0,6842","0,9435","0,976","0,9828"
13,"0,5834","0,6816","0,9428","0,9755","0,9825"
14,"0,5804","0,6791","0,942","0,975","0,982"
15,"0,5775","0,6765","0,9411","0,9744","0,9816"
16,"0,5746","0,6739","0,9402","0,9736","0,981"
17,"0,5714","0,6711","0,9391","0,9726","0,9803"
18,"0,5679","0,668","0,9379","0,9715","0,9793"
19,"0,5641","0,6644","0,9365","0,9702","0,978"
20,"0,5601","0,6606","0,935","0,9687","0,9765"
21,"0,5562","0,6564","0,9334","0,9671","0,9747"
22,"0,552","0,6522","0,9317","0,9653","0,9729"
23,"0,5478","0,6478","0,9299","0,9634","0,9708"
24,"0,5437","0,6434","0,9279","0,9614","0,9685"
25,"0,5396","0,639","0,9259","0,9593","0,9658"
26,"0,5356","0,6347","0,9238","0,9571","0,9628"
27,"0,5315","0,6305","0,9216","0,9549","0,9595"
28,"0,5275","0,6264","0,9193","0,9526","0,9558"
29,"0,5236","0,6224","0,9169","0,9502","0,9516"
30,"0,5196","0,6185","0,9145","0,9476","0,947"
31,"0,5157","0,6146","0,912","0,945","0,9419"
32,"0,5117","0,6109","0,9093","0,9422","0,9367"
33,"0,5079","0,6071","0,9066","0,9393","0,931"
34,"0,504","0,6033","0,9037","0,9363","0,9251"
35,"0,5001","0,5994","0,9006","0,933","0,9191"
36,"0,4961","0,5954","0,8975","0,9296","0,9124"
37,"0,492","0,5914","0,8941","0,926","0,9057"
38,"0,4878","0,5871","0,8906","0,9222","0,8985"
39,"0,4833","0,5827","0,887","0,9182","0,8909"
40,"0,4787","0,5782","0,8832","0,914","0,8832"
41,"0,4739","0,5734","0,8792","0,9094","0,8736"
42,"0,4688","0,5685","0,8751","0,9045","0,8647"
43,"0,4633","0,5633","0,8707","0,8992","0,8549"
44,"0,4574","0,558","0,8662","0,8935","0,8448"
45,"0,4512","0,5523","0,8614","0,8872","0,8347"
46,"0,4448","0,5465","0,8564","0,8803","0,823"
47,"0,4382","0,5404","0,851","0,8728","0,8117"
48,"0,4315","0,5341","0,8451","0,8647","0,7992"
49,"0,4246","0,5274","0,8389","0,856","0,7862"
50,"0,4176","0,5205","0,8321","0,8467","0,7725"
51,"0,4103","0,5133","0,8249","0,8368","0,7574"
52,"0,4026","0,5057","0,8171","0,8264","0,7423"
53,"0,3947","0,4978","0,8088","0,8155","0,7269"
54,"0,3865","0,4895","0,7999","0,804","0,7108"
55,"0,3779","0,4808","0,7904","0,7919","0,694"
56,"0,369","0,4717","0,7804","0,7789","0,6764"
57,"0,3597","0,4625","0,7696","0,7651","0,6587"
58,"0,3503","0,4529","0,7581","0,7502","0,6393"
59,"0,3407","0,4429","0,7459","0,7342","0,6223"
60,"0,3309","0,4326","0,7328","0,717","0,6015"
61,"0,3206","0,4219","0,7188","0,6989","0,5812"
62,"0,31","0,4108","0,7038","0,6798","0,5599"
63,"0,2988","0,3993","0,6878","0,66","0,5367"
64,"0,287","0,3872","0,6707","0,6394","0,5154"
65,"0,2747","0,3746","0,6527","0,6179","0,4924"
66,"0,2619","0,3614","0,6337","0,5957","0,4706"
67,"0,2486","0,3476","0,6137","0,5727","0,4478"
68,"0,235","0,3331","0,5928","0,549","0,4238"
69,"0,2212","0,3179","0,5709","0,5245","0,4006"
70,"0,2073","0,3022","0,548","0,4992","0,3766"
71,"0,1934","0,2859","0,5241","0,4734","0,353"
72,"0,1799","0,2692","0,4995","0,4469","0,3284"
73,"0,1667","0,2521","0,474","0,4199","0,3059"
74,"0,1538","0,2348","0,4479","0,3925","0,2825"
75,"0,1412","0,2174","0,4213","0,3649","0,2589"
76,"0,129","0,2001","0,3942","0,3371","0,2365"
77,"0,1172","0,1831","0,3669","0,3094","0,2141"
78,"0,1059","0,1664","0,3392","0,2818","0,1913"
79,"0,0952","0,1502","0,3111","0,2547","0,1703"
80,"0,0852","0,1345","0,283","0,2282","0,1503"
81,"0,076","0,1195","0,2551","0,2024","0,1312"
82,"0,0675","0,1052","0,2277","0,1777","0,1134"
83,"0,0597","0,0917","0,2011","0,1542","0,0962"
84,"0,0527","0,0791","0,1756","0,1322","0,0815"
85,"0,0465","0,0675","0,1514","0,1118","0,0677"
86,"0,0409","0,0569","0,1289","0,0931","0,0561"
87,"0,0359","0,0473","0,1082","0,0762","0,0455"
88,"0,0316","0,0388","0,0896","0,0614","0,0354"
89,"0,0277","0,0313","0,073","0,0484","0,028"
90,"0,0244","0,0249","0,0585","0,0374","0,0211"
91,"0,0215","0,0194","0,0461","0,0282","0,0152"
