time,20,30,40,50,60,70,80,90,100,110
0,-82.15088,-82.50806,-82.50806,-82.86523,-79.29346,-78.5791,-82.50806,-82.50806,-80.00781,-82.50806
5.00E-04,-81.7937,-82.86523,-82.50806,-82.86523,-79.29346,-78.5791,-82.15088,-81.7937,-80.36499,-82.86523
1.00E-03,-82.15088,-82.86523,-82.86523,-82.50806,-79.65063,-78.22192,-82.15088,-82.15088,-80.72217,-82.86523
0.0015,-82.15088,-82.50806,-82.50806,-82.86523,-79.29346,-77.86475,-82.50806,-82.15088,-80.36499,-82.50806
0.002,-81.7937,-82.50806,-82.15088,-82.86523,-79.65063,-78.22192,-82.15088,-81.7937,-80.72217,-82.50806
0.0025,-82.15088,-82.86523,-82.50806,-82.86523,-79.29346,-78.22192,-81.43652,-81.7937,-81.07935,-82.86523
0.003,-82.15088,-82.86523,-82.50806,-82.50806,-79.65063,-77.86475,-81.7937,-82.15088,-80.72217,-82.86523
0.0035,-82.15088,-82.86523,-82.50806,-82.50806,-80.00781,-78.5791,-81.7937,-81.7937,-81.07935,-82.50806
0.004,-81.7937,-82.50806,-82.15088,-82.15088,-79.65063,-78.22192,-81.7937,-81.43652,-81.07935,-82.50806
0.0045,-81.43652,-82.15088,-82.50806,-82.50806,-80.00781,-77.86475,-81.43652,-82.15088,-81.07935,-82.15088
0.005,-81.7937,-82.86523,-82.86523,-82.15088,-79.65063,-78.22192,-81.7937,-82.15088,-80.72217,-82.15088
0.0055,-82.50806,-82.50806,-82.86523,-82.15088,-80.00781,-78.22192,-81.43652,-82.50806,-81.07935,-82.15088
0.006,-81.7937,-83.22241,-82.15088,-82.50806,-80.00781,-78.22192,-81.7937,-81.7937,-81.07935,-82.15088
0.0065,-81.7937,-82.86523,-82.50806,-82.15088,-79.65063,-78.5791,-81.43652,-81.43652,-81.07935,-82.50806
0.007,-81.7937,-82.86523,-82.50806,-82.50806,-79.29346,-78.5791,-81.43652,-81.43652,-80.72217,-82.50806
0.0075,-81.7937,-82.50806,-82.50806,-82.50806,-80.00781,-78.22192,-81.07935,-81.07935,-80.72217,-82.50806
0.008,-81.7937,-82.50806,-82.15088,-82.86523,-79.65063,-78.5791,-81.43652,-81.07935,-80.72217,-82.15088
0.0085,-81.7937,-82.50806,-82.50806,-82.15088,-80.00781,-78.5791,-81.43652,-81.43652,-80.72217,-82.15088
0.009,-81.7937,-82.15088,-82.50806,-82.86523,-80.00781,-78.5791,-81.07935,-81.07935,-80.72217,-82.15088
0.0095,-81.7937,-82.50806,-82.50806,-82.50806,-79.65063,-78.5791,-81.07935,-81.07935,-81.07935,-82.15088
0.01,-81.7937,-82.86523,-82.15088,-82.86523,-79.65063,-78.5791,-81.07935,-81.07935,-80.36499,-82.50806
0.0105,-81.7937,-82.50806,-82.50806,-82.15088,-80.00781,-78.5791,-81.43652,-81.07935,-80.72217,-82.15088
0.011,-82.15088,-82.50806,-82.50806,-82.50806,-79.65063,-78.93628,-81.43652,-80.72217,-80.36499,-82.50806
0.0115,-81.7937,-82.86523,-82.15088,-83.22241,-80.00781,-78.93628,-81.43652,-81.07935,-80.72217,-81.7937
0.012,-82.15088,-82.50806,-82.50806,-82.86523,-79.65063,-78.93628,-81.43652,-81.07935,-80.72217,-82.15088
0.0125,-82.15088,-82.86523,-82.15088,-82.50806,-80.00781,-78.93628,-81.43652,-81.07935,-80.72217,-82.15088
0.013,-82.50806,-82.86523,-82.15088,-82.50806,-79.65063,-78.93628,-81.43652,-80.72217,-80.72217,-82.50806
0.0135,-82.15088,-82.50806,-82.50806,-82.86523,-79.65063,-78.93628,-81.43652,-81.07935,-81.07935,-82.15088
0.014,-82.50806,-82.86523,-82.15088,-82.50806,-80.00781,-78.93628,-81.7937,-81.07935,-81.07935,-81.7937
0.0145,-82.50806,-82.15088,-82.50806,-83.22241,-80.36499,-79.29346,-81.7937,-81.07935,-80.00781,-82.15088
0.015,-82.50806,-82.15088,-82.86523,-83.22241,-80.00781,-78.93628,-81.43652,-81.07935,-80.72217,-81.7937
0.0155,-82.15088,-82.86523,-82.50806,-82.86523,-80.36499,-79.29346,-81.43652,-80.72217,-80.72217,-81.7937
0.016,-82.86523,-82.86523,-82.15088,-83.22241,-80.00781,-78.93628,-81.7937,-81.07935,-80.36499,-82.50806
0.0165,-82.15088,-82.50806,-82.50806,-82.86523,-80.00781,-79.29346,-82.15088,-80.72217,-80.72217,-81.7937
0.017,-82.15088,-82.86523,-82.50806,-82.86523,-80.00781,-78.93628,-81.43652,-80.72217,-80.72217,-81.7937
0.0175,-82.50806,-82.86523,-82.86523,-83.22241,-80.00781,-79.29346,-82.15088,-81.43652,-80.72217,-81.7937
0.018,-82.50806,-82.50806,-82.50806,-83.22241,-80.36499,-78.93628,-82.15088,-81.07935,-80.72217,-81.7937
0.0185,-83.22241,-82.86523,-82.50806,-82.86523,-80.00781,-78.93628,-82.15088,-81.07935,-80.36499,-81.7937
0.019,-82.50806,-82.15088,-82.15088,-82.86523,-80.36499,-79.65063,-81.7937,-81.07935,-80.36499,-81.7937
0.0195,-82.50806,-82.50806,-82.50806,-82.86523,-80.36499,-79.29346,-81.7937,-81.07935,-80.72217,-82.15088
0.02,-82.86523,-82.15088,-82.50806,-82.86523,-80.36499,-79.29346,-82.50806,-81.07935,-81.07935,-82.15088
0.0205,-82.86523,-82.50806,-82.50806,-82.86523,-80.36499,-79.65063,-82.15088,-81.07935,-81.07935,-81.7937
0.021,-82.50806,-82.15088,-82.86523,-82.86523,-80.36499,-79.65063,-82.15088,-81.07935,-81.07935,-81.43652
0.0215,-82.50806,-82.50806,-82.50806,-82.86523,-80.36499,-80.00781,-82.50806,-81.07935,-80.36499,-82.15088
0.022,-83.22241,-82.15088,-82.15088,-83.22241,-80.36499,-79.65063,-82.15088,-81.43652,-81.07935,-82.15088
0.0225,-83.22241,-82.15088,-82.50806,-82.86523,-80.00781,-78.93628,-82.15088,-80.72217,-80.72217,-81.7937
0.023,-82.50806,-82.50806,-82.50806,-82.86523,-80.36499,-79.29346,-82.50806,-81.43652,-80.72217,-82.15088
0.0235,-82.86523,-82.15088,-82.86523,-82.50806,-80.36499,-80.00781,-82.15088,-81.07935,-80.36499,-81.7937
0.024,-82.86523,-82.50806,-82.86523,-82.50806,-80.36499,-79.65063,-82.50806,-81.7937,-80.72217,-81.7937
0.0245,-82.86523,-82.50806,-82.50806,-82.50806,-80.36499,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.025,-83.22241,-82.15088,-82.50806,-82.50806,-80.72217,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.0255,-82.50806,-82.15088,-82.50806,-82.86523,-80.36499,-79.29346,-82.50806,-81.43652,-81.07935,-81.7937
0.026,-83.22241,-82.15088,-82.15088,-82.50806,-80.72217,-78.93628,-82.50806,-81.07935,-80.72217,-81.7937
0.0265,-82.86523,-82.50806,-82.86523,-82.50806,-80.72217,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.027,-82.86523,-82.15088,-82.50806,-83.22241,-80.72217,-79.65063,-82.50806,-81.07935,-80.72217,-81.7937
0.0275,-83.22241,-82.15088,-82.15088,-82.50806,-80.72217,-79.65063,-82.50806,-81.43652,-80.36499,-81.7937
0.028,-82.50806,-82.15088,-82.50806,-82.50806,-80.36499,-79.65063,-82.50806,-81.07935,-80.36499,-81.7937
0.0285,-82.86523,-82.15088,-82.15088,-82.50806,-80.72217,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.029,-82.86523,-82.50806,-82.50806,-82.15088,-80.72217,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.0295,-82.86523,-82.50806,-82.15088,-82.86523,-81.07935,-79.65063,-82.50806,-81.43652,-80.00781,-81.7937
0.03,-82.86523,-82.50806,-82.50806,-82.50806,-80.36499,-79.65063,-82.50806,-81.43652,-80.00781,-81.7937
0.0305,-83.22241,-82.86523,-82.15088,-82.50806,-80.72217,-79.65063,-82.50806,-81.43652,-80.00781,-81.7937
0.031,-82.86523,-82.50806,-82.86523,-82.50806,-80.72217,-79.65063,-82.15088,-81.43652,-80.36499,-81.7937
0.0315,-83.22241,-82.50806,-82.50806,-82.86523,-80.72217,-79.29346,-82.50806,-81.43652,-80.00781,-81.7937
0.032,-82.86523,-82.86523,-82.50806,-82.86523,-80.72217,-79.65063,-82.50806,-81.43652,-80.72217,-81.7937
0.0325,-82.86523,-82.50806,-82.50806,-83.22241,-80.72217,-79.65063,-82.15088,-81.43652,-80.00781,-81.7937
0.033,-82.86523,-82.86523,-82.50806,-82.86523,-80.72217,-79.65063,-82.50806,-81.43652,-80.36499,-81.7937
0.0335,-82.86523,-82.50806,-82.50806,-82.86523,-80.72217,-80.00781,-82.15088,-81.43652,-80.36499,-81.7937
0.034,-82.86523,-82.50806,-82.86523,-82.86523,-80.72217,-79.65063,-82.15088,-81.7937,-80.36499,-81.7937
0.0345,-82.86523,-81.7937,-82.50806,-82.86523,-80.36499,-79.65063,-82.15088,-81.43652,-80.36499,-81.43652
0.035,-82.86523,-82.50806,-82.15088,-82.86523,-80.72217,-79.65063,-82.15088,-81.7937,-80.36499,-81.43652
0.0355,-83.22241,-82.50806,-82.86523,-83.22241,-80.36499,-79.29346,-81.7937,-81.43652,-80.36499,-81.43652
0.036,-82.86523,-82.50806,-82.50806,-82.86523,-80.72217,-79.65063,-82.15088,-81.07935,-80.72217,-81.7937
0.0365,-82.86523,-82.86523,-82.50806,-83.22241,-80.36499,-79.29346,-81.7937,-81.7937,-80.36499,-81.7937
0.037,-82.86523,-82.86523,-82.15088,-82.86523,-80.72217,-79.65063,-81.7937,-81.43652,-80.72217,-81.43652
0.0375,-82.50806,-82.50806,-82.50806,-82.50806,-80.36499,-79.29346,-82.15088,-81.43652,-80.72217,-81.43652
0.038,-83.22241,-82.86523,-82.50806,-82.86523,-80.72217,-79.29346,-81.43652,-81.43652,-80.36499,-81.7937
0.0385,-82.50806,-82.86523,-82.86523,-82.86523,-80.36499,-79.65063,-81.7937,-81.43652,-80.72217,-81.43652
0.039,-83.22241,-82.86523,-82.50806,-82.86523,-80.72217,-79.29346,-81.7937,-81.43652,-80.72217,-81.7937
0.0395,-82.86523,-82.86523,-82.50806,-83.22241,-80.36499,-79.29346,-81.7937,-80.72217,-80.36499,-81.7937
0.04,-83.22241,-82.86523,-82.50806,-82.86523,-80.72217,-79.29346,-81.7937,-81.43652,-80.72217,-81.7937
0.0405,-83.22241,-82.86523,-82.15088,-82.86523,-80.72217,-79.65063,-81.7937,-81.7937,-80.72217,-81.7937
0.041,-83.22241,-82.86523,-82.50806,-82.86523,-80.72217,-78.5791,-82.15088,-81.07935,-80.36499,-81.7937
0.0415,-82.86523,-82.86523,-82.86523,-82.86523,-81.07935,-79.29346,-82.15088,-81.43652,-81.07935,-81.7937
0.042,-83.22241,-83.22241,-82.50806,-82.86523,-80.72217,-79.65063,-81.7937,-81.43652,-81.07935,-81.7937
0.0425,-83.57959,-82.50806,-82.50806,-82.86523,-80.72217,-79.65063,-81.7937,-81.43652,-81.43652,-81.7937
0.043,-82.86523,-82.86523,-82.50806,-82.50806,-80.36499,-79.65063,-81.43652,-81.07935,-81.07935,-81.43652
0.0435,-82.86523,-83.22241,-82.50806,-82.86523,-80.72217,-79.65063,-81.7937,-81.43652,-81.43652,-82.15088
0.044,-82.86523,-82.86523,-82.15088,-82.15088,-81.07935,-79.29346,-81.43652,-81.43652,-81.43652,-81.7937
0.0445,-83.22241,-82.86523,-82.15088,-82.15088,-80.72217,-79.29346,-82.50806,-81.43652,-81.43652,-81.7937
